"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","ontology","cell_type","cell_group","tissue","comparison","dataset"
"GO:0051240","positive regulation of multicellular organismal process",223,0.549077453165703,1.67901296822528,1e-10,7.69333333333333e-08,5.34736842105263e-08,653,"tags=47%, list=26%, signal=38%","3113/3934/3122/347902/56829/1026/5997/3303/3123/10022/51316/4131/6772/972/1960/5530/1959/3956/8660/170506/5991/3133/3670/23405/817/3320/6093/1113/10808/4076/2803/22861/3304/64332/136319/2664/7520/3838/5080/6599/10765/8651/23326/1654/51742/1982/490/142/975/567/3105/595/7430/1653/3659/10146/6659/2643/1958/694/3280/6284/6046/10972/120/7429/7494/387/1778/2017/2778/6794/6386/9235/10221/3315/60/9148/4780/2065/1499/3688/2353/5605/4192/834/4739/10162/8531/4043/54502/5861/6343/54849/25855/6675/5315/6605/1054/9188/57142/5931/488/7351","Up","BP","Enteroendocrine_cells","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0051239","regulation of multicellular organismal process",368,0.527175145083862,1.62749426013863,1e-10,7.69333333333333e-08,5.34736842105263e-08,653,"tags=43%, list=26%, signal=37%","3113/3934/3122/5320/347902/7166/1028/781/56829/1026/5997/3303/3123/10022/51316/4131/6772/972/2729/1960/5530/1959/3956/8660/170506/4929/6804/4760/5991/3133/3670/23405/817/3320/1647/6093/1832/1113/10808/3169/4076/2803/22861/3106/114907/2969/3304/64332/136319/2664/10142/7528/7520/3838/5080/308/6599/10765/7832/309/3164/4000/8651/23326/1654/51742/7262/1982/490/51552/5606/7538/444/142/975/567/216/3105/595/7430/1653/5515/3659/10146/7076/51441/6659/3397/2643/999/1958/694/6431/3280/6284/6046/10972/5359/120/4792/7429/7494/387/1778/2017/2778/6794/6386/11235/79004/80223/5074/9235/10221/3315/60/3190/801/9148/4780/5217/2065/1499/3688/55502/2353/5605/25793/811/4192/8570/8766/834/4739/10162/8531/6992/4043/54502/5861/6343/481/6993/1992/54849/25855/6675/7531/7533/3726/5315/6605/1054/9188/27250/57142/5931/488/7351","Up","BP","Enteroendocrine_cells","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0002376","immune system process",364,0.514018911812921,1.58725043525215,1e-10,7.69333333333333e-08,5.34736842105263e-08,640,"tags=43%, list=26%, signal=37%","100423062/5266/3113/3934/3122/5320/7857/5967/56829/1026/3303/3123/375056/6772/972/1960/5530/5865/3956/8660/170506/6890/3133/3320/6093/1113/10808/23230/8467/57674/22861/3106/3304/7431/9908/64332/2934/2664/7528/3597/7520/4189/4090/1452/6599/64065/7534/79647/9246/9097/2921/10096/8651/1654/9698/9618/5698/29883/7538/7163/142/8525/975/1843/567/8887/3105/7430/1653/5515/3107/3659/10146/9991/51441/2923/6659/2643/1958/10521/10241/3280/6284/6046/5359/4792/8878/10097/7494/3429/3093/5763/387/10492/2778/998/1509/2885/51341/6794/79004/5074/9235/2919/1520/10221/60/54890/801/23108/4780/3655/966/2920/1499/140823/10955/10410/3688/26472/2353/6892/5605/3312/5696/9782/3916/25793/811/4192/3799/10945/834/7009/71/4739/10890/54502/6421/9948/481/4841/6590/2821/3430/6675/7531/3726/1015/6605/1054/5366/9188/57142/10657","Up","BP","Enteroendocrine_cells","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0002684","positive regulation of immune system process",142,0.58642427207124,1.75773221350197,5.34803523485412e-10,3.08581633051083e-07,2.14484360471518e-07,640,"tags=54%, list=26%, signal=42%","3113/3122/56829/1026/3303/3123/375056/972/1960/5530/3956/8660/170506/3133/3320/10808/22861/3106/3304/64332/2664/3597/7520/4189/1452/6599/64065/79647/8651/1654/9698/142/8525/975/567/8887/3105/7430/1653/5515/3107/3659/6659/3280/6046/5359/4792/8878/7494/3093/387/2885/6794/5074/1520/10221/60/966/2353/3312/9782/3916/811/4192/834/4739/54502/6421/4841/2821/3430/7531/6605/9188/57142/10657","Up","BP","Enteroendocrine_cells","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0006952","defense response",255,0.523193533465291,1.60265288161684,1.56696703145904e-09,7.23311981721494e-07,5.0274900125128e-07,639,"tags=46%, list=26%, signal=38%","5266/3113/3934/5320/7857/388125/5967/56829/3303/3123/51316/6772/972/3956/170506/6890/3133/3670/3320/1113/23230/8467/5265/57674/22861/3106/3304/7431/9908/283131/64332/2934/2664/7520/1452/7534/9246/55450/9097/3164/2921/10096/1654/9698/9618/665/29883/51552/5606/7538/142/975/567/8887/3105/1653/5515/3107/3659/10146/7076/51441/23/51251/2643/10521/10241/5359/4792/8878/10097/3429/3093/10492/2778/998/2885/79004/9235/2919/1520/801/7416/4780/2920/140823/10955/10410/3688/26472/2353/3312/9782/3916/4192/3799/834/71/10162/6992/1981/54502/6421/10551/5861/481/4841/6590/3430/6675/7531/253782/1054/5366/9188/27250/57142/26100","Up","BP","Enteroendocrine_cells","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0010557","positive regulation of macromolecule biosynthetic process",418,0.481670417637027,1.48919105389307,1.9344228218442e-09,7.44107978802734e-07,5.17203575524659e-07,772,"tags=45%, list=31%, signal=38%","3113/1028/56829/3303/3123/51316/6772/972/1960/5530/55466/1959/8660/170506/4929/4760/5991/3133/22936/29974/3670/8031/3320/1961/546/6093/10808/3169/8467/22861/2969/3304/7431/64332/23451/136319/2934/7528/3597/4189/3838/4090/5080/892/6599/467/79647/3192/10765/6917/3164/10096/9774/4000/23326/1654/51742/1982/378/29883/5606/3725/7538/444/142/975/3987/55832/567/3105/7430/1653/81/7812/3659/10146/51441/3727/2354/6659/23/2643/999/1958/3309/7913/10521/3280/6284/5570/2186/10972/5359/6451/4792/79718/10140/8878/10097/7494/5763/10492/3183/6950/11235/2963/79048/55749/3184/9643/170463/5074/10728/1488/9235/3315/10933/60/3190/7153/4780/3655/3399/2065/1499/23314/4582/29896/84333/3182/2353/54931/5605/10575/811/4192/834/71/8531/1981/27316/6426/54502/6421/10551/5861/4784/24148/2821/6675/7533/3726/5315/6605/1054/3171/9188/57142/10657/10923/5931/53615/26986/1316/22948/7019/4691/4782/55904/55082/10459/10600/1973/2958/11198/51574/6827/4774/1994/64710/6741/27086/6281/56943/2114/9049/23261/6199/3728/22877","Up","BP","Enteroendocrine_cells","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0009892","negative regulation of metabolic process",467,0.474825958714672,1.47309954456479,2.31810198126643e-09,7.64311338966131e-07,5.31246228488727e-07,740,"tags=42%, list=30%, signal=36%","1028/3486/56829/1026/5997/3303/3123/54832/6772/2729/5530/8660/170506/4929/5991/29974/3670/23405/1647/546/6093/3169/8467/4076/3301/3304/7431/283131/3638/3337/7528/310/7520/57060/4090/23112/5080/6282/6599/467/7534/3192/10765/7832/9097/9774/4000/3642/8651/9208/1654/4170/9698/23543/51742/1982/490/7874/29883/3725/7538/7411/142/90007/3987/1843/216/1655/595/7430/7812/5515/3659/7076/9991/51441/3727/2354/3326/6659/22803/3397/1958/58533/8761/6431/1213/10521/3280/2186/80335/10049/79718/10140/8878/7494/3429/91663/387/10492/6418/51274/1965/51341/3183/11142/6794/54386/6386/11235/51655/79893/79048/10313/55749/3184/79004/10957/5074/1488/7536/5269/10221/3315/3190/54890/801/7416/10971/3399/9541/378938/22980/407013/1499/23314/4582/84333/3182/55502/427/3312/1611/811/8570/51247/7009/5768/11335/8531/6992/1981/27316/54502/6421/9611/26135/258010/4784/1992/4841/25855/10128/6605/9188/27250/57142/10657/10923/5931/53615/149951/26986/7320/54541/9445/10443/4691/4782/10459/1977/9961/7175/51574/6827/1994/6726/7073/6741/11157/80139/5230/8904/7323/27086","Up","BP","Enteroendocrine_cells","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0006355","regulation of DNA-templated transcription",460,0.475267429134347,1.47349698748719,3.56663996771853e-09,9.14645005054931e-07,6.35737931088076e-07,785,"tags=46%, list=31%, signal=39%","1028/3303/3123/51316/6772/972/2729/1960/5530/1959/5078/170506/4929/4760/5991/22936/3670/8031/23405/817/1844/1961/1647/546/3169/8467/2969/3304/56987/64332/23451/136319/3337/51303/7528/7520/57060/4090/5080/892/6599/467/7534/79647/3192/10765/7832/6917/3164/10096/9774/3642/9208/23326/1654/5500/7586/9209/23543/51742/57018/378/7874/29883/5606/3725/7538/444/142/50809/975/3987/55832/1843/1655/8887/595/7430/144348/81/5515/3659/3727/2354/6659/3397/999/1958/58533/694/3309/7913/10521/3280/5440/2186/6046/80335/5359/10049/4792/79718/10140/8878/10097/7494/3429/5763/387/10217/6418/51274/51341/11142/54386/6386/51655/2739/2963/55749/3184/9643/170463/5074/1488/7536/10221/10933/60/3190/7153/4780/3655/10971/3399/9541/22980/1499/23314/4582/5496/84333/3182/55502/2353/5605/427/3312/1611/811/4192/8570/11335/79811/8531/27316/6421/9611/4820/4784/24148/4841/9667/25855/7533/3726/5315/6605/1054/3171/9188/27250/10657/10923/5931/53615/149951/1316/10443/7019/4691/4782/55904/55082/10459/10600/1973/2958/11198/7175/51574/6827/4774/64710/7073/80139/7323/27086/6281/79101/56943/2114/9049/6648/23261/3728/22877/1263/8148/3066/9686","Up","BP","Enteroendocrine_cells","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:2001141","regulation of RNA biosynthetic process",460,0.475267429134347,1.47349698748719,3.56663996771853e-09,9.14645005054931e-07,6.35737931088076e-07,785,"tags=46%, list=31%, signal=39%","1028/3303/3123/51316/6772/972/2729/1960/5530/1959/5078/170506/4929/4760/5991/22936/3670/8031/23405/817/1844/1961/1647/546/3169/8467/2969/3304/56987/64332/23451/136319/3337/51303/7528/7520/57060/4090/5080/892/6599/467/7534/79647/3192/10765/7832/6917/3164/10096/9774/3642/9208/23326/1654/5500/7586/9209/23543/51742/57018/378/7874/29883/5606/3725/7538/444/142/50809/975/3987/55832/1843/1655/8887/595/7430/144348/81/5515/3659/3727/2354/6659/3397/999/1958/58533/694/3309/7913/10521/3280/5440/2186/6046/80335/5359/10049/4792/79718/10140/8878/10097/7494/3429/5763/387/10217/6418/51274/51341/11142/54386/6386/51655/2739/2963/55749/3184/9643/170463/5074/1488/7536/10221/10933/60/3190/7153/4780/3655/10971/3399/9541/22980/1499/23314/4582/5496/84333/3182/55502/2353/5605/427/3312/1611/811/4192/8570/11335/79811/8531/27316/6421/9611/4820/4784/24148/4841/9667/25855/7533/3726/5315/6605/1054/3171/9188/27250/10657/10923/5931/53615/149951/1316/10443/7019/4691/4782/55904/55082/10459/10600/1973/2958/11198/7175/51574/6827/4774/64710/7073/80139/7323/27086/6281/79101/56943/2114/9049/6648/23261/3728/22877/1263/8148/3066/9686","Up","BP","Enteroendocrine_cells","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0009891","positive regulation of biosynthetic process",439,0.473802772197924,1.46693045491109,4.78762303014397e-09,1.05846408624555e-06,7.3570157230604e-07,784,"tags=45%, list=31%, signal=38%","3113/1028/56829/3303/3123/51316/6772/972/1960/5530/55466/1959/8660/170506/25782/4929/4760/5991/3133/22936/29974/3670/8031/3320/1961/546/6093/10808/3169/8467/22861/2969/3304/7431/64332/23451/136319/2934/7528/3597/4189/3838/4090/5080/892/6599/467/79647/3192/10765/6917/3164/10096/9774/4000/23326/1654/51742/1982/378/29883/5606/3725/7538/444/142/975/3987/55832/567/3105/7430/1653/81/7812/3659/10146/51441/3727/2354/3326/6659/23/2643/999/1958/3309/7913/10521/3280/6284/5570/2186/10972/5359/6451/4792/79718/10140/8878/10097/7494/5763/10492/3183/6950/6794/11235/2963/79048/55749/3184/9643/170463/5074/10728/1488/9235/3315/10933/60/3190/7153/4780/3655/3399/2065/1499/23314/4582/29896/84333/3182/2353/54931/5605/10575/811/4192/834/71/8531/1981/27316/6426/54502/6421/10551/5861/258010/4784/24148/2821/6675/7533/3726/5315/6605/1054/3171/9188/57142/10657/10923/5931/53615/26986/1316/22948/7019/4691/4782/55904/55082/10459/10600/1973/2958/11198/51574/6827/4774/1994/64710/6741/27086/6281/56943/2114/9049/6648/23261/6199/3728/22877/7415/8148/3066","Up","BP","Enteroendocrine_cells","EPI","Colon","ActiveCD_vs_Control","dataset_02"
