"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","ont","direction","gene_symbols","cluster"
"GO:0002009","morphogenesis of an epithelium",138,0.451917514097307,1.74094492089991,8.27990528540082e-05,0.013443631876041,0.0120579172702403,812,"tags=30%, list=18%, signal=26%","3488/23213/84870/4233/7052/1839/9021/6772/10413/6722/10252/115908/4524/25865/4192/5613/94134/59277/54345/7424/1739/90410/8543/1906/10395/182/9314/7408/4208/80184/27086/10640/3791/3202/3685/2022/7048/1522/6239/23332/10370/4609","BP","Up","IGFBP5/SULF1/RSPO3/MET/TGM2/HBEGF/SOCS3/STAT1/YAP1/SRF/SPRY1/CTHRC1/MTHFR/PRKD2/MDK/PRKX/ARHGAP12/NTN4/SOX18/VEGFC/DLG1/IFT20/LMO4/EDN1/DLC1/JAG1/KLF4/VASP/MEF2C/CEP290/FOXP1/EXOC5/KDR/HOXA5/ITGAV/ENG/TGFBR2/CTSZ/RREB1/CLASP1/CITED2/MYC",4
"GO:0002250","adaptive immune response",124,0.519917627990294,1.97435306180251,9.14226896879237e-07,0.000786463688040363,0.00070539822674998,972,"tags=43%, list=22%, signal=34%","10068/3494/3493/3118/3538/3539/3514/3135/3500/9021/64332/90865/3512/3659/2534/1439/3502/1604/1191/25865/3507/3566/3383/3117/7128/6095/3119/3115/1520/715/3726/3265/7133/2067/3122/23476/182/3123/4208/974/6774/54941/8764/3142/11069/51111/23075/3113/3716/11118/975/51752/10411","BP","Up","IL18BP/IGHA2/IGHA1/HLA-DQA2/IGLC2/IGLC3/IGKC/HLA-G/IGHG1/SOCS3/NFKBIZ/IL33/JCHAIN/IRF1/FYN/CSF2RB/IGHG3/CD55/CLU/PRKD2/IGHM/IL4R/ICAM1/HLA-DQA1/TNFAIP3/RORA/HLA-DQB1/HLA-DPB1/CTSS/C1R/JUNB/HRAS/TNFRSF1B/ERCC1/HLA-DRA/BRD4/JAG1/HLA-DRB1/MEF2C/CD79B/STAT3/RNF125/TNFRSF14/HLX/RAPGEF4/KMT5B/SWAP70/HLA-DPA1/JAK1/BTN3A2/CD81/ERAP1/RAPGEF3",2
"GO:0002253","activation of immune response",171,0.424883469787605,1.68522811511384,0.000147124185396545,0.016065296957557,0.0144093518345515,980,"tags=34%, list=22%, signal=27%","3494/3493/3539/3514/7805/3500/3937/8546/64332/3659/2534/3502/1604/84282/1191/5142/8547/25865/3507/7128/26065/331/3119/3115/85363/1520/2033/23607/4790/51135/715/5591/3265/2633/23643/57590/3123/7525/142/4208/57181/27086/974/11120/5335/54941/8780/4795/55666/79155/10318/11118/153579/5515/6188/975/581/140609","BP","Up","IGHA2/IGHA1/IGLC3/IGKC/LAPTM5/IGHG1/LCP2/AP3B1/NFKBIZ/IRF1/FYN/IGHG3/CD55/RNF135/CLU/PDE4B/FCN3/PRKD2/IGHM/TNFAIP3/LSM14A/XIAP/HLA-DQB1/HLA-DPB1/TRIM5/CTSS/EP300/CD2AP/NFKB1/IRAK4/C1R/PRKDC/HRAS/GBP1/LY96/WDFY1/HLA-DRB1/YES1/PARP1/MEF2C/SLC39A10/FOXP1/CD79B/BTN2A1/PLCG1/RNF125/RIOK3/NFKBIL1/NPLOC4/TNIP2/TNIP1/BTN3A2/BTNL9/PPP2CA/RPS3/CD81/BAX/NEK7",2
"GO:0002429","immune response-activating cell surface receptor signaling pathway",96,0.508098198332809,1.87164780765622,8.33681082066421e-05,0.013443631876041,0.0120579172702403,707,"tags=34%, list=16%, signal=30%","3494/3493/3539/3514/7805/3500/3937/64332/2534/3502/5142/8547/25865/3507/7128/3119/3115/2033/23607/4790/51135/3265/2633/23643/57590/3123/7525/4208/57181/27086/974/11120/5335","BP","Up","IGHA2/IGHA1/IGLC3/IGKC/LAPTM5/IGHG1/LCP2/NFKBIZ/FYN/IGHG3/PDE4B/FCN3/PRKD2/IGHM/TNFAIP3/HLA-DQB1/HLA-DPB1/EP300/CD2AP/NFKB1/IRAK4/HRAS/GBP1/LY96/WDFY1/HLA-DRB1/YES1/MEF2C/SLC39A10/FOXP1/CD79B/BTN2A1/PLCG1",2
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",89,0.539703725377068,1.96240910269693,8.90449076157549e-06,0.00383004408882266,0.00343525880433412,593,"tags=33%, list=13%, signal=29%","10068/3494/3493/3538/3539/3514/3135/3500/9021/64332/90865/1439/3502/1604/1191/3507/3566/3383/7128/6095/715/3726/3265/7133/2067/3122/23476/182/3123","BP","Up","IL18BP/IGHA2/IGHA1/IGLC2/IGLC3/IGKC/HLA-G/IGHG1/SOCS3/NFKBIZ/IL33/CSF2RB/IGHG3/CD55/CLU/IGHM/IL4R/ICAM1/TNFAIP3/RORA/C1R/JUNB/HRAS/TNFRSF1B/ERCC1/HLA-DRA/BRD4/JAG1/HLA-DRB1",2
"GO:0002682","regulation of immune system process",445,0.385631448437297,1.63318440347156,1.31428453759925e-06,0.000904490618775805,0.000811259424050738,1147,"tags=38%, list=26%, signal=31%","3494/7057/3493/3118/3539/3514/2200/3135/7805/3500/3937/8546/6387/64332/10221/1265/1026/90865/2319/7538/6772/3659/2534/3949/5228/164/6347/1051/3502/100133941/1604/84282/1191/9516/5142/56603/8547/57492/1326/25865/4192/3507/472/10524/3566/3383/3117/7128/26065/9188/6095/7071/2353/5320/331/3119/3115/85363/5724/63940/1520/2033/23607/4790/23186/51135/715/5591/5919/6935/3726/3265/2633/60343/7424/1739/4860/7133/102/23643/2335/3122/23476/57590/1906/79647/196527/255877/54623/182/6597/3123/6598/57095/4189/23236/6773/7525/142/1432/4208/57181/27086/974/27/348/6774/11120/3202/5335/54941/10193/26258/7048/8764/7690/3142/51111/124976/4609/4267/8780/1653/4795/57118/2671/23075/3113/29117/55666/79155/10318/23143/3059/11118/153579/5515/6188/975/51752/581/8976/140609/55193/1075/865/25793/9466/57178/1535/9683/1843/4092/57142/7105/972/330/60682/83700/55646/79004/51157/5987/3127/6223/440275/123920","BP","Up","IGHA2/THBS1/IGHA1/HLA-DQA2/IGLC3/IGKC/FBN1/HLA-G/LAPTM5/IGHG1/LCP2/AP3B1/CXCL12/NFKBIZ/TRIB1/CNN2/CDKN1A/IL33/FLOT2/ZFP36/STAT1/IRF1/FYN/LDLR/PGF/AP1G1/CCL2/CEBPB/IGHG3/CD24/CD55/RNF135/CLU/LITAF/PDE4B/CYP26B1/FCN3/ARID1B/MAP3K8/PRKD2/MDK/IGHM/ATM/KAT5/IL4R/ICAM1/HLA-DQA1/TNFAIP3/LSM14A/DDX21/RORA/KLF10/FOS/PLA2G2A/XIAP/HLA-DQB1/HLA-DPB1/TRIM5/PTAFR/GPSM3/CTSS/EP300/CD2AP/NFKB1/RCOR1/IRAK4/C1R/PRKDC/RARRES2/ZEB1/JUNB/HRAS/GBP1/FAM3A/VEGFC/DLG1/PNP/TNFRSF1B/ADAM10/LY96/FN1/HLA-DRA/BRD4/WDFY1/EDN1/AKIRIN1/ANO6/BCL6B/PAF1/JAG1/SMARCA4/HLA-DRB1/SMARCB1/PITHD1/DNAJB9/PLCB1/STAT2/YES1/PARP1/MAPK14/MEF2C/SLC39A10/FOXP1/CD79B/ABL2/APOE/STAT3/BTN2A1/HOXA5/PLCG1/RNF125/RNF41/BLOC1S6/TGFBR2/TNFRSF14/ZNF131/HLX/KMT5B/SPNS2/MYC/CD99/RIOK3/DDX1/NFKBIL1/CAMK1D/GFER/SWAP70/HLA-DPA1/BRD7/NPLOC4/TNIP2/TNIP1/LRCH1/HCLS1/BTN3A2/BTNL9/PPP2CA/RPS3/CD81/ERAP1/BAX/WASL/NEK7/PBRM1/CTSC/CBFB/FBXO7/IL27RA/ZMIZ1/CYBA/N4BP1/DUSP1/SMAD7/RTN4/TSPAN6/CD74/BIRC3/SMAP1/JAM3/LYAR/CUEDC2/ZNF580/TRIM27/HLA-DRB5/RPS19/EIF2AK4/CMTM3",2
"GO:0002684","positive regulation of immune system process",324,0.396121416599193,1.64796311868795,7.78321958636071e-06,0.00382600837095246,0.00343163907176084,1005,"tags=34%, list=23%, signal=28%","3494/7057/3493/3118/3539/3514/3135/7805/3500/3937/8546/6387/64332/10221/1026/90865/2319/3659/2534/5228/164/6347/3502/100133941/1604/84282/1191/5142/8547/57492/1326/25865/4192/3507/10524/3566/3383/3117/7128/26065/9188/7071/2353/331/3119/3115/85363/5724/63940/1520/2033/23607/4790/51135/715/5591/5919/3265/2633/7424/4860/102/23643/3122/23476/57590/1906/79647/196527/6597/3123/6598/4189/7525/142/4208/57181/27086/974/27/11120/5335/54941/26258/7048/8764/3142/51111/4267/8780/1653/4795/57118/23075/3113/29117/55666/79155/10318/3059/11118/153579/5515/6188/975/581/140609/55193/1075/865","BP","Up","IGHA2/THBS1/IGHA1/HLA-DQA2/IGLC3/IGKC/HLA-G/LAPTM5/IGHG1/LCP2/AP3B1/CXCL12/NFKBIZ/TRIB1/CDKN1A/IL33/FLOT2/IRF1/FYN/PGF/AP1G1/CCL2/IGHG3/CD24/CD55/RNF135/CLU/PDE4B/FCN3/ARID1B/MAP3K8/PRKD2/MDK/IGHM/KAT5/IL4R/ICAM1/HLA-DQA1/TNFAIP3/LSM14A/DDX21/KLF10/FOS/XIAP/HLA-DQB1/HLA-DPB1/TRIM5/PTAFR/GPSM3/CTSS/EP300/CD2AP/NFKB1/IRAK4/C1R/PRKDC/RARRES2/HRAS/GBP1/VEGFC/PNP/ADAM10/LY96/HLA-DRA/BRD4/WDFY1/EDN1/AKIRIN1/ANO6/SMARCA4/HLA-DRB1/SMARCB1/DNAJB9/YES1/PARP1/MEF2C/SLC39A10/FOXP1/CD79B/ABL2/BTN2A1/PLCG1/RNF125/BLOC1S6/TGFBR2/TNFRSF14/HLX/KMT5B/CD99/RIOK3/DDX1/NFKBIL1/CAMK1D/SWAP70/HLA-DPA1/BRD7/NPLOC4/TNIP2/TNIP1/HCLS1/BTN3A2/BTNL9/PPP2CA/RPS3/CD81/BAX/NEK7/PBRM1/CTSC/CBFB",2
"GO:0002694","regulation of leukocyte activation",152,0.44156950301857,1.72582015708402,7.98357542546766e-05,0.013443631876041,0.0120579172702403,1037,"tags=41%, list=23%, signal=32%","7057/3118/3135/7805/8546/64332/1026/90865/2319/3659/2534/3949/6347/1051/100133941/1604/56603/57492/1326/4192/472/10524/3566/3117/7128/6095/5320/3119/3115/5591/6935/3726/1739/4860/7133/2335/3122/23476/6597/3123/6598/7525/4208/57181/27/10193/26258/7048/8764/3142/51111/3113/29117/79155/6188/975/55193/1075/865/25793/9466/57178","BP","Up","THBS1/HLA-DQA2/HLA-G/LAPTM5/AP3B1/NFKBIZ/CDKN1A/IL33/FLOT2/IRF1/FYN/LDLR/CCL2/CEBPB/CD24/CD55/CYP26B1/ARID1B/MAP3K8/MDK/ATM/KAT5/IL4R/HLA-DQA1/TNFAIP3/RORA/PLA2G2A/HLA-DQB1/HLA-DPB1/PRKDC/ZEB1/JUNB/DLG1/PNP/TNFRSF1B/FN1/HLA-DRA/BRD4/SMARCA4/HLA-DRB1/SMARCB1/YES1/MEF2C/SLC39A10/ABL2/RNF41/BLOC1S6/TGFBR2/TNFRSF14/HLX/KMT5B/HLA-DPA1/BRD7/TNIP2/RPS3/CD81/PBRM1/CTSC/CBFB/FBXO7/IL27RA/ZMIZ1",4
"GO:0002757","immune response-activating signaling pathway",151,0.439762581390548,1.71446205787219,0.000103412930606952,0.0144599216191924,0.0129694520220475,980,"tags=36%, list=22%, signal=29%","3494/3493/3539/3514/7805/3500/3937/8546/64332/3659/2534/3502/84282/5142/8547/25865/3507/7128/26065/331/3119/3115/1520/2033/23607/4790/51135/5591/3265/2633/23643/57590/3123/7525/142/4208/57181/27086/974/11120/5335/54941/8780/4795/55666/79155/10318/11118/153579/5515/6188/975/581/140609","BP","Up","IGHA2/IGHA1/IGLC3/IGKC/LAPTM5/IGHG1/LCP2/AP3B1/NFKBIZ/IRF1/FYN/IGHG3/RNF135/PDE4B/FCN3/PRKD2/IGHM/TNFAIP3/LSM14A/XIAP/HLA-DQB1/HLA-DPB1/CTSS/EP300/CD2AP/NFKB1/IRAK4/PRKDC/HRAS/GBP1/LY96/WDFY1/HLA-DRB1/YES1/PARP1/MEF2C/SLC39A10/FOXP1/CD79B/BTN2A1/PLCG1/RNF125/RIOK3/NFKBIL1/NPLOC4/TNIP2/TNIP1/BTN3A2/BTNL9/PPP2CA/RPS3/CD81/BAX/NEK7",2
"GO:0002764","immune response-regulating signaling pathway",156,0.446116488076604,1.75005860799648,8.36677905861412e-05,0.013443631876041,0.0120579172702403,980,"tags=36%, list=22%, signal=29%","3494/3493/3539/3514/3135/7805/3500/3937/8546/64332/3659/2534/3502/100133941/84282/5142/8547/25865/3507/7128/26065/331/3119/3115/1520/2033/23607/4790/51135/5591/3265/2633/23643/57590/3123/7525/142/4208/57181/27086/974/11120/5335/54941/8780/4795/55666/79155/10318/11118/153579/5515/6188/975/581/140609","BP","Up","IGHA2/IGHA1/IGLC3/IGKC/HLA-G/LAPTM5/IGHG1/LCP2/AP3B1/NFKBIZ/IRF1/FYN/IGHG3/CD24/RNF135/PDE4B/FCN3/PRKD2/IGHM/TNFAIP3/LSM14A/XIAP/HLA-DQB1/HLA-DPB1/CTSS/EP300/CD2AP/NFKB1/IRAK4/PRKDC/HRAS/GBP1/LY96/WDFY1/HLA-DRB1/YES1/PARP1/MEF2C/SLC39A10/FOXP1/CD79B/BTN2A1/PLCG1/RNF125/RIOK3/NFKBIL1/NPLOC4/TNIP2/TNIP1/BTN3A2/BTNL9/PPP2CA/RPS3/CD81/BAX/NEK7",2
