"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","cell_type","cell_group","tissue","comparison","dataset"
"hsa01200","Carbon metabolism",53,-0.478694516734608,-2.40772273413938,7.62628534979407e-07,0.000208197590049378,0.000146906338843402,717,"tags=45%, list=16%, signal=39%","1892/8801/2597/226/22934/5230/3420/4191/6390/3418/6392/5162/847/5315/2023/5631/7167/2805/4190/83440/5223/6391/38/414328","Down","T_cells_CD8","IMM","Colon","InactiveCD_vs_Control","dataset_02"
"hsa01230","Biosynthesis of amino acids",27,-0.562472650715809,-2.343186910612,5.71843681447081e-05,0.00723710911448116,0.00510657785984211,689,"tags=48%, list=15%, signal=41%","2597/226/22934/5230/3420/3418/5315/2023/5631/7167/2805/5223/29920","Down","T_cells_CD8","IMM","Colon","InactiveCD_vs_Control","dataset_02"
"hsa05200","Pathways in cancer",159,0.481975293303803,1.46689419701346,7.95286715877051e-05,0.00723710911448116,0.00510657785984211,1535,"tags=53%, list=33%, signal=37%","2113/324/2033/4193/3320/5295/4790/7423/10000/2776/8202/2308/6654/10125/1021/867/3326/10672/817/3688/5605/9475/3575/8648/7048/2771/2782/3572/3091/6777/1387/10928/1499/5728/329/894/7157/331/3454/3716/6932/5900/6776/2778/3718/596/7175/1647/5567/113/5579/7184/998/1487/5898/5578/7188/1027/3551/8453/6093/51176/3845/26060/5293/8454/4437/208/4791/6772/6774/2885/7170/10681/7296/2932/7040/5594/5335/27436/8031/3566/5894/801","Up","T_cells_CD8","IMM","Colon","InactiveCD_vs_Control","dataset_02"
"hsa05320","Autoimmune thyroid disease",18,-0.668518583672123,-2.30415874873664,0.000148411896314711,0.010129111923479,0.00714720448041896,922,"tags=67%, list=20%, signal=54%","3113/356/3122/3127/3107/3106/3105/3108/355/3002/3123/3135","Down","T_cells_CD8","IMM","Colon","InactiveCD_vs_Control","dataset_02"
"hsa05206","MicroRNAs in cancer",65,0.559600850786101,1.63236387181418,0.000191420413355508,0.0104515545692107,0.00737472329348588,1156,"tags=52%, list=25%, signal=40%","6659/324/2033/4193/5295/4790/2744/6654/4082/1021/10253/5605/472/1788/1387/5728/894/4194/7157/6935/27250/9839/5243/7168/596/5579/7430/5578/1027/3551/6093/3845/23405/5293","Up","T_cells_CD8","IMM","Colon","InactiveCD_vs_Control","dataset_02"
"hsa04310","Wnt signaling pathway",44,0.593208322964071,1.67346742554138,0.000330849278337261,0.0127336113590747,0.00898496579414181,1251,"tags=61%, list=27%, signal=45%","324/2033/23291/1459/5530/79718/817/9475/57680/1387/1499/894/7157/7090/7091/6932/5567/5579/1487/5578/5532/1452/51176/4773/8454/5663/4775","Up","T_cells_CD8","IMM","Colon","InactiveCD_vs_Control","dataset_02"
"hsa03050","Proteasome",41,-0.427149855027379,-1.96911355119767,0.000370248615541597,0.0127336113590747,0.00898496579414181,823,"tags=39%, list=18%, signal=32%","5700/5698/11047/5693/9491/5710/5702/5691/5695/5721/5690/5704/5701/5687/5715/5699","Down","T_cells_CD8","IMM","Colon","InactiveCD_vs_Control","dataset_02"
"hsa05330","Allograft rejection",20,-0.592193350366492,-2.15091012099659,0.000402543241208016,0.0127336113590747,0.00898496579414181,922,"tags=60%, list=20%, signal=48%","3113/356/3122/3127/3107/3106/3105/3108/355/3002/3123/3135","Down","T_cells_CD8","IMM","Colon","InactiveCD_vs_Control","dataset_02"
"hsa05332","Graft-versus-host disease",23,-0.53732249593427,-2.05316932492106,0.000419789385464003,0.0127336113590747,0.00898496579414181,922,"tags=52%, list=20%, signal=42%","3113/356/3122/3127/3107/3106/3105/3108/355/3002/3123/3135","Down","T_cells_CD8","IMM","Colon","InactiveCD_vs_Control","dataset_02"
"hsa04915","Estrogen signaling pathway",47,0.562305509567078,1.59401090384711,0.000859501150055043,0.0203909267210815,0.0143880454596411,822,"tags=45%, list=18%, signal=37%","3310/3303/3320/5295/10000/2776/8202/3304/54474/6654/10499/3326/5605/8648/2771/2288/2778/596/5567/113/7184","Up","T_cells_CD8","IMM","Colon","InactiveCD_vs_Control","dataset_02"
