"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","ont","direction","cluster"
"GO:0001906","cell killing",90,0.539907727540412,1.92396604466426,7.84207658987343e-05,0.0109568513854138,0.0100708773048901,1163,"tags=37%, list=14%, signal=32%","3576/6363/3135/3500/1113/1604/6366/4069/2633/2920/2919/2921/5788/9547/3606/1671/4843/966/7305/4814/11151/634/5532/1075/5320/1670/2885/2671/5817/10870/2597/140823/127544","BP","Up",1
"GO:0002181","cytoplasmic translation",148,0.448222793122097,1.71714769635968,0.000188375339021921,0.0191415031992502,0.0175937158742005,3084,"tags=68%, list=38%, signal=43%","4686/5315/8531/24140/6139/4690/3921/6205/2475/4904/8661/6142/2107/6168/1936/6193/9349/6223/6222/51441/6187/6234/200916/6235/6176/8894/6207/6202/6175/6155/6137/6206/80315/6138/4736/8893/51386/6201/6170/6144/6203/8669/6158/23521/6164/6130/6157/6122/6209/1819/6208/6129/6143/6233/6124/8892/1981/6232/6189/7311/6218/11224/10492/6132/6134/6217/6181/6128/8664/6146/6191/57409/6210/6147/6135/25873/6136/6224/8662/51389/6167/6161/6141/6152/6194/26986/6227/8668/6159/56339/6171/6154/3184/6229/6165/6228/6188/8562/6133/27335/2197","BP","Up",10
"GO:0002250","adaptive immune response",197,0.503495778765769,2.00176427753042,3.96377032922328e-08,0.000108647875936394,9.98625781717697e-05,1036,"tags=30%, list=13%, signal=27%","8832/28796/6363/3135/3501/3500/28299/28912/3538/716/3539/3502/3514/1604/64218/28908/973/3493/3494/3115/9021/7037/3127/3512/5788/3956/28638/3606/4851/3117/915/713/54941/974/969/28815/1520/3113/7784/23411/28639/4683/634/7297/5532/2923/975/1075/214/717/301/3108/4292/972/2475/3570/924/440275/5817","BP","Up",1
"GO:0002252","immune effector process",278,0.406262934697032,1.67038535875645,9.4215915111393e-05,0.0123893928371482,0.011387583052473,1194,"tags=25%, list=15%, signal=22%","8832/6363/3135/3501/3500/28984/1113/57126/3538/716/3539/3502/3098/3514/1604/64218/51237/3493/3936/3494/9021/7037/5788/3956/5730/3606/7805/6348/4282/4843/653361/713/966/969/161882/7305/4602/7784/9188/23411/684/11151/4683/634/4853/5532/975/1075/717/301/4292/22904/972/2475/3570/1653/2885/924/440275/2671/5817/9452/10870/54542/5880/127544/2821/182/149041/51465","BP","Up",1
"GO:0002455","humoral immune response mediated by circulating immunoglobulin",20,0.815432282332567,2.17401756730871,1.9596381608408e-05,0.00471128481485175,0.00433032900144351,819,"tags=60%, list=10%, signal=54%","3501/3500/716/3502/1604/3493/3494/5788/713/7784/975/717","BP","Up",1
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",138,0.471886560247386,1.79448417848158,0.000101088428813152,0.012569801437145,0.011553403762402,1189,"tags=28%, list=15%, signal=25%","6363/3135/3501/3500/3538/716/3539/3502/3514/1604/64218/3493/3494/9021/7037/5788/3956/3606/4851/713/969/7784/4683/634/7297/5532/975/1075/717/301/4292/972/2475/3570/924/5817/54542/182/149041","BP","Up",1
"GO:0002696","positive regulation of leukocyte activation",174,0.443476233157687,1.73661136650553,0.000114524045433074,0.013129154029007,0.0120675269465781,944,"tags=24%, list=12%, signal=21%","6363/3135/100133941/6347/1604/6366/3485/199/51293/3115/7037/3127/283234/5788/3956/3606/8660/30011/3117/6348/4282/8876/6659/3280/7305/3113/7784/80381/861/11151/4690/4860/9093/7297/975/1075/301/3108/4292/972/2475","BP","Up",2
"GO:0003735","structural constituent of ribosome",153,0.457336544055708,1.77739989246837,5.90426206503872e-05,0.0075827594235283,0.00704960011976052,3402,"tags=73%, list=42%, signal=43%","140801/116832/6139/64975/6182/64960/3921/6205/6142/28973/6168/6193/9349/6223/6222/6187/6234/51650/200916/6235/57129/51253/6176/7818/6207/6202/6175/116541/6155/51081/219927/6137/6206/6138/4736/6201/6170/6144/6203/6158/23521/6164/6130/6157/6192/6122/6209/65005/6208/6129/6143/6233/6124/64432/6232/51073/6189/65003/7311/6218/11224/6132/6134/6217/11222/6181/6128/6146/60488/6191/6210/6147/6135/25873/6136/6224/6167/6161/6141/6152/6194/6227/6183/6159/128308/64969/6171/6154/6150/6229/6165/6228/6188/6133/51263/2197/9801/9045/51258/10884/51121/65993/6125/63931/6156/65008/6230/64981/51065/29088/84311","MF","Up",10
"GO:0003823","antigen binding",42,0.818764883252755,2.58882483772141,1e-10,8.99e-08,8.35789473684211e-08,494,"tags=48%, list=6%, signal=45%","28796/3135/3501/3500/28299/28912/3538/3539/3502/3514/28908/3493/3494/3115/3127/3512/1718/3117/28815/3113","MF","Up",1
"GO:0004497","monooxygenase activity",29,-0.639162686680305,-2.03620317849849,0.000179571941681345,0.0161435175571529,0.0150084338626303,501,"tags=45%, list=6%, signal=42%","1577/8644/29785/2330/1593/123099/64780/66002/1573/1555/4051/10826/1576","MF","Down",6
