"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","ontology","cell_type","cell_group","tissue","comparison","dataset"
"GO:0009611","response to wounding",188,0.573190199145952,1.98005917493023,1e-10,8.2725e-08,6.26578947368421e-08,1008,"tags=44%, list=23%, signal=35%","3043/50506/6288/5068/3673/301/7076/725/960/1839/3998/2152/4067/308/3572/6648/7414/23657/2069/1265/3685/8546/5530/221037/5339/2923/6239/10565/5265/26127/64332/55207/4763/3694/22875/7128/5912/8837/26509/55959/2776/9060/7103/6850/9525/1605/79056/302/375056/11057/116844/966/23607/6558/6774/677/5359/25978/50848/56649/6505/3091/6416/634/2683/84830/55612/667/7494/29071/3688/1832/1312/8573/387/71/6431/60/5578/81542/79602/94121","Up","BP","Goblet_cells_MUC2_TFF1","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0007155","cell adhesion",366,0.489984305774604,1.7424098756856,1e-10,8.2725e-08,6.26578947368421e-08,1003,"tags=37%, list=23%, signal=32%","3043/6288/5068/8876/3673/301/972/1604/3122/7052/3113/2633/3553/10562/3115/960/10808/4680/3672/6282/10669/3655/22998/23022/4067/6659/3572/9069/1969/5320/80149/7414/8754/23657/3987/81671/29091/1956/10551/9475/3123/3329/3685/5573/5034/3956/8546/5530/6662/1948/51144/2923/3918/6239/394/961/87/64332/4763/3694/55742/23075/342184/3606/1829/5912/149041/5586/7082/182/64881/4008/64116/4585/10049/56940/22862/23376/3716/811/2195/6850/1499/1605/64065/3659/302/375056/116844/7525/23607/4860/8289/4179/677/50848/5500/5771/27032/29117/3516/51441/56477/634/2683/2309/84830/55612/667/91663/7494/23603/4289/7430/3688/8915/1832/8573/387/10611/27020/7791/65125/71/481/9748/57142/3561/60/28984/7037/5578/1824/81542/9306/80762/1048","Up","BP","Goblet_cells_MUC2_TFF1","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0006952","defense response",500,0.47226422155516,1.68780845954319,1e-10,8.2725e-08,6.26578947368421e-08,964,"tags=34%, list=22%, signal=30%","405753/50506/3934/5967/6289/6288/5068/8876/4069/2919/2920/301/972/1604/5266/3113/2633/6364/3553/10581/7076/4843/725/960/639/8542/2537/6772/2152/2921/23135/23780/4067/2635/3572/5366/54809/10410/834/330/83666/1969/5320/57674/80149/3320/3303/2069/1956/10551/838/3123/3329/3956/8546/91351/5966/9821/2634/9188/51074/1075/84640/8870/23633/3164/961/5265/3920/4792/6590/54625/55601/54765/64332/5611/55207/3694/7128/8473/3606/27347/1535/23406/6890/26472/55331/56998/9908/57590/203068/5515/9782/64116/10492/1660/55763/837/5610/3098/23376/3716/5062/81622/56829/6850/7318/602/3659/151636/306/10865/7525/23607/7110/6774/3949/4599/1981/4179/7534/5359/127544/7520/89870/50848/7707/5771/6505/10097/3516/3091/51441/84166/6197/841/6732/3459/56477/634/2683/9698/10521/283131/51552/10475/4790/3688/8915/1312/9683/10010/10406/3312/9261/10955/7791/1654/1653/71/481/170506/51251/1452/57142/23230/10146/10096/5606/7037","Up","BP","Goblet_cells_MUC2_TFF1","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0006955","immune response",453,0.465638299062913,1.66399895366547,1e-10,8.2725e-08,6.26578947368421e-08,973,"tags=35%, list=22%, signal=30%","3934/100423062/5967/5068/8876/4069/2919/2920/301/972/1604/3122/5266/3113/2633/6364/3553/10581/4843/3115/725/639/8542/2537/51465/6772/2921/23135/4067/2635/3572/54809/10410/834/330/83666/124976/80149/3320/3303/2069/3123/3329/3956/2821/8546/55183/5966/9821/2634/5339/9188/2923/1075/9452/84640/961/3920/4792/6590/54625/55601/54765/64332/55207/64167/3694/23075/7128/8473/1997/3606/1535/6890/149041/26472/182/9908/57590/203068/5515/9782/10492/1660/837/5610/3098/56940/23376/3716/5062/81622/56829/6850/7318/602/54878/3659/1514/151636/116844/1396/306/10865/7525/966/23607/6774/4860/4599/4179/7534/5359/127544/7520/89870/5771/28988/10097/3516/6416/51441/84166/6197/841/6732/3459/56477/634/9698/7494/9678/7430/10475/4790/8915/9683/10010/10406/3312/9261/10955/7791/1654/1653/65125/71/481/23304/170506/1452/57142/10146/3561/28984/10096/7037/81926","Up","BP","Goblet_cells_MUC2_TFF1","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0042060","wound healing",152,0.588286114354937,1.99987413010581,1.33862618928465e-10,8.85902812068581e-08,6.71003990881421e-08,1048,"tags=48%, list=24%, signal=38%","3043/50506/6288/5068/3673/301/7076/725/960/1839/3998/2152/4067/308/3572/7414/23657/2069/1265/3685/8546/5530/221037/5339/2923/6239/10565/5265/26127/55207/4763/3694/22875/7128/5912/8837/26509/2776/9060/7103/6850/9525/1605/79056/302/375056/116844/966/6558/5359/25978/50848/3091/634/2683/84830/55612/667/7494/29071/3688/1832/8573/387/71/6431/60/5578/81542/79602/94121/4780/26258","Up","BP","Goblet_cells_MUC2_TFF1","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0043207","response to external biotic stimulus",463,0.45488124550908,1.62587171847964,1.75363450254764e-10,9.67129428155024e-08,7.32526973783497e-08,981,"tags=33%, list=22%, signal=29%","50506/3934/5967/5068/8876/83998/4069/2919/2920/301/972/1604/5266/3113/2633/6364/3553/10581/4843/725/639/8542/2537/6772/2921/4067/4953/2635/5366/54809/10410/834/6648/330/83666/1969/5320/57674/80149/8754/3320/3303/2069/3123/3329/8546/91351/5966/1948/9821/2634/9188/84640/8870/3164/961/3920/4792/6590/54625/55601/54765/64332/5611/55207/3694/7128/8473/3606/11040/1535/23406/26472/654463/9908/57590/203068/5515/9782/10492/1660/55763/837/5610/3098/3716/811/5062/81622/56829/6850/92140/7318/602/3659/151636/978/116844/306/10865/23607/7110/4599/4179/55636/7534/10625/5359/127544/7520/89870/5771/10097/3516/3091/51441/84166/6197/841/6732/3459/56477/634/9698/10521/7494/8725/51552/10475/4790/8915/9683/10010/26503/387/10406/3312/9261/7178/10955/7791/1654/1653/71/481/170506/51251/1452/57142/10146/10221/10096/5606/81926/5578","Up","BP","Goblet_cells_MUC2_TFF1","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0009607","response to biotic stimulus",477,0.452813540699602,1.61773446488623,2.81574093119099e-10,1.33104096304442e-07,1.00816227927304e-07,981,"tags=33%, list=22%, signal=29%","50506/3934/5967/5068/8876/83998/4069/2919/2920/301/972/1604/5266/3113/2633/6364/3553/10581/4843/725/639/8542/2537/6772/2921/4067/3309/4953/2635/5366/54809/10410/834/6648/330/83666/1969/5320/57674/80149/8754/3320/3303/2069/3123/3329/8546/91351/5966/1948/9821/2634/84919/9188/84640/8870/3164/961/3920/4792/6590/54625/55601/54765/64332/5611/55207/3694/7128/8473/3606/11040/1535/23406/26472/654463/9908/57590/203068/5515/9782/10492/1660/55763/837/5610/3098/23376/3716/811/5062/81622/56829/6850/92140/7318/602/3659/151636/978/116844/306/10865/23607/7110/4599/4179/55636/7534/10625/5359/127544/7520/89870/5771/10097/3516/3091/51441/84166/6197/841/6732/3459/56477/634/9698/10521/7494/8725/51552/10475/4790/8915/9683/10010/26503/387/10406/3312/9261/7178/10955/7791/1654/1653/71/481/170506/51251/1452/57142/10146/10221/10096/5606/81926/5578","Up","BP","Goblet_cells_MUC2_TFF1","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0051240","positive regulation of multicellular organismal process",394,0.470857709663424,1.67704030827055,3.48520793170634e-10,1.44156913075203e-07,1.09187895860431e-07,1215,"tags=41%, list=27%, signal=33%","3934/6288/8876/3673/301/972/1604/3122/7052/3113/3553/4843/3115/10808/6772/2152/23135/4067/6659/6498/3572/91947/834/4124/80149/3320/3303/8660/2069/595/1956/9475/4087/3123/10419/3329/8202/3956/8546/55183/5997/3099/5530/6662/1948/9188/51293/1075/6239/23633/961/5315/2803/64332/9500/51742/22875/1958/8473/3606/1535/7082/182/23576/56998/4076/55959/1660/204851/5610/8531/3098/23376/3716/81622/56829/6850/1499/92140/602/1605/3659/302/116844/10766/306/10865/7525/7110/6774/4860/8289/4179/677/55636/7520/6667/89870/58495/6505/29117/3516/10972/3091/8864/23011/841/6319/3459/2309/5357/55612/6690/5479/7071/7494/10497/7430/3688/8915/5756/10010/387/27020/9261/1654/1653/65125/2034/170506/57142/10146/3561/60/10765/28984/10221/7037/5578/79602/4780/79813/26258/55366/136319/55737/6934/27230/9175/5734/6711/4155/2017/163486/10159/27035/488/817/56941/5501/2778/9334/6237","Up","BP","Goblet_cells_MUC2_TFF1","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0051707","response to other organism",462,0.453707525819338,1.62154882986149,4.07630329026913e-10,1.49872084305562e-07,1.13516703323167e-07,981,"tags=33%, list=22%, signal=29%","50506/3934/5967/5068/8876/83998/4069/2919/2920/301/972/1604/5266/3113/2633/6364/3553/10581/4843/725/639/8542/2537/6772/2921/4067/4953/2635/5366/54809/10410/834/6648/330/83666/1969/5320/57674/80149/8754/3320/3303/2069/3123/3329/8546/91351/5966/1948/9821/2634/9188/84640/8870/3164/961/3920/4792/6590/54625/55601/54765/64332/5611/55207/3694/7128/8473/3606/11040/1535/23406/26472/654463/9908/57590/203068/5515/9782/10492/1660/55763/837/5610/3098/3716/811/5062/81622/56829/6850/92140/7318/602/3659/151636/116844/306/10865/23607/7110/4599/4179/55636/7534/10625/5359/127544/7520/89870/5771/10097/3516/3091/51441/84166/6197/841/6732/3459/56477/634/9698/10521/7494/8725/51552/10475/4790/8915/9683/10010/26503/387/10406/3312/9261/7178/10955/7791/1654/1653/71/481/170506/51251/1452/57142/10146/10221/10096/5606/81926/5578","Up","BP","Goblet_cells_MUC2_TFF1","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0002684","positive regulation of immune system process",294,0.49812228605661,1.75351126733269,8.68746258175763e-10,2.61795934352832e-07,1.98290505859329e-07,981,"tags=38%, list=22%, signal=32%","8876/3673/301/972/1604/51237/3122/3113/2633/6364/3553/4843/3115/725/10808/4067/6659/3572/834/330/83666/80149/3320/3303/8660/2069/3123/3329/3956/2821/8546/55183/5530/1948/2634/9188/51293/1075/4189/961/3920/4792/55601/64332/4763/23075/7128/8473/1997/3606/27347/1535/149041/56998/57590/5515/9782/1660/5610/3098/56940/811/5062/81622/56829/6850/64065/3659/375056/10865/7525/966/23607/4860/8289/4179/677/5359/7520/89870/5771/29117/84166/6197/841/634/9698/2309/7071/7494/7430/90550/4790/8915/387/3312/9261/1654/1653/65125/23304/170506/3597/1452/57142/3561/60/28984/10221/7037/81926/5578","Up","BP","Goblet_cells_MUC2_TFF1","EPI","Colon","ActiveCD_vs_Control","dataset_02"
