"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","cell_type","cell_group","tissue","comparison","dataset"
"hsa04612","Antigen processing and presentation",42,0.761935328837839,2.60033289748777,2.10715343175464e-09,7.05896399637805e-07,6.3880019825825e-07,1398,"tags=57%, list=14%, signal=49%","3113/3122/3123/3119/972/3109/3117/3108/3115/3106/3309/6891/3107/3308/3105/2923/4261/3134/4802/567/3312/3133/6890/1508","Up","Early_Goblet","EPI","Colon","InactiveCD_vs_Control","dataset_03"
"hsa05168","Herpes simplex virus 1 infection",125,0.567035258334011,2.34087249158235,5.32222935194571e-09,7.97395537830133e-07,7.21602246331746e-07,1497,"tags=36%, list=15%, signal=31%","3113/684/3122/3123/3119/972/3109/4939/3117/330/9021/64135/3108/3115/6732/3106/6891/5970/3459/1965/3107/3454/29990/148022/3105/2923/4940/208/7249/3134/7188/6432/6772/10929/4790/6426/567/6714/329/3133/6890/6428/3716/8891/5818","Up","Early_Goblet","EPI","Colon","InactiveCD_vs_Control","dataset_03"
"hsa05169","Epstein-Barr virus infection",141,0.532540364327317,2.23505597321622,7.1408555626579e-09,7.97395537830133e-07,7.21602246331746e-07,1488,"tags=32%, list=15%, signal=28%","3113/3122/3123/3119/3109/4939/3117/7431/4791/7128/5599/960/3108/3115/5971/3106/1027/6891/896/3280/5970/3066/3107/3454/894/5700/9636/3105/2923/4940/208/6502/5701/3134/7188/6772/4790/567/8819/3133/6890/3716/1021/4734/1871","Up","Early_Goblet","EPI","Colon","InactiveCD_vs_Control","dataset_03"
"hsa04672","Intestinal immune network for IgA production",15,0.883941505489223,2.40001214688387,2.38970282295816e-07,2.00137611422746e-05,1.81114319213671e-05,465,"tags=60%, list=5%, signal=57%","3113/3122/3123/3119/3109/3117/3108/3115/3601","Up","Early_Goblet","EPI","Colon","InactiveCD_vs_Control","dataset_03"
"hsa04640","Hematopoietic cell lineage",30,0.778291702434065,2.45298734877914,3.01712567517122e-07,2.02147420236472e-05,1.82933093568276e-05,598,"tags=47%, list=6%, signal=44%","3113/3122/3123/3119/951/3109/3117/3574/960/3108/3115/1604/4254/3655","Up","Early_Goblet","EPI","Colon","InactiveCD_vs_Control","dataset_03"
"hsa05150","Staphylococcus aureus infection",18,0.83779155510125,2.36878790842917,1.44904750842676e-06,8.09051525538277e-05,7.32150320047207e-05,870,"tags=67%, list=9%, signal=61%","3113/3122/3123/3119/3109/3117/1670/3108/3115/1675/3426/1671","Up","Early_Goblet","EPI","Colon","InactiveCD_vs_Control","dataset_03"
"hsa05330","Allograft rejection",14,0.865824306585935,2.29568062452767,2.8078722743151e-06,0.000117579651486945,0.000106403580921414,998,"tags=86%, list=10%, signal=77%","3113/3122/3123/3119/3109/3117/3108/3115/3106/3107/3105/3134","Up","Early_Goblet","EPI","Colon","InactiveCD_vs_Control","dataset_03"
"hsa05332","Graft-versus-host disease",14,0.865824306585935,2.29568062452767,2.8078722743151e-06,0.000117579651486945,0.000106403580921414,998,"tags=86%, list=10%, signal=77%","3113/3122/3123/3119/3109/3117/3108/3115/3106/3107/3105/3134","Up","Early_Goblet","EPI","Colon","InactiveCD_vs_Control","dataset_03"
"hsa05322","Systemic lupus erythematosus",19,0.818035657625205,2.34314559254212,3.51957273914026e-06,0.000128888771655126,0.000116637757224435,314,"tags=42%, list=3%, signal=41%","3113/3122/3123/3119/3109/3117/3108/3115","Up","Early_Goblet","EPI","Colon","InactiveCD_vs_Control","dataset_03"
"hsa05171","Coronavirus disease - COVID-19",149,0.47184569744773,2.01580691762983,3.847426019556e-06,0.000128888771655126,0.000116637757224435,2979,"tags=49%, list=29%, signal=35%","834/4939/5599/6228/64135/2353/4600/5970/6125/1675/3454/6144/9636/4599/4940/6129/6772/4790/103/6217/6133/6194/6161/6134/6138/6868/3716/7113/9045/6232/6124/3921/6210/7187/7132/3725/6230/6187/6122/6167/6159/6207/23521/6136/6192/6169/6128/4792/6774/6175/6218/717/25873/11224/6146/9349/51065/6206/6168/6165/6227/6130/6156/6224/6173/3572/1147/6137/6233/6203/6850/29110/6205","Up","Early_Goblet","EPI","Colon","InactiveCD_vs_Control","dataset_03"
