"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","ontology","cell_type","cell_group","tissue","comparison","dataset"
"GO:0140546","defense response to symbiont",335,0.514587006335403,2.05407901390501,1e-10,6.6194972684209e-08,5.26969179149592e-08,1254,"tags=39%, list=22%, signal=32%","3113/6280/5266/4069/1670/2919/1755/6348/3934/972/11005/3669/7431/9636/5967/6772/3659/301/54765/445/1604/58191/2921/10581/2920/3716/3133/55876/4061/4843/64332/330/5781/103/2885/3303/5062/1387/10527/3320/10133/55207/3134/3429/56897/55284/26268/3454/9261/56829/6364/9188/10475/9958/26057/27350/9246/8751/2810/27246/5873/10410/3654/26058/170506/3606/9097/55210/8473/3098/127544/2934/5591/9867/8878/331/22890/1906/998/80254/10492/6590/90933/51752/10155/9698/26472/9908/7534/481/51667/837/51114/3459/3106/8780/3661/2317/55366/1452/51428/142/56477/7867/5610/7791/8467/207/8915/1613/1654/3093/10096/1675/5966/6672/9258/9111/140823/8764/5170/10097/4179/4641/164/55161/6197/29072/3107/79594/81622","Up","BP","Stem_cells_OLFM4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0098542","defense response to other organism",396,0.500018605858578,2.01394114309656,1e-10,6.6194972684209e-08,5.26969179149592e-08,1254,"tags=38%, list=22%, signal=32%","3113/6280/5266/4069/1670/2919/1755/6348/3934/972/11005/3669/7431/9636/5320/5967/6772/3659/301/54765/51316/57674/445/1604/5611/58191/2921/10581/2920/3716/3133/55876/4061/4843/64332/330/5781/10771/103/2885/55763/3303/5062/1387/10527/7110/3320/10133/55207/3134/3429/56897/55284/80149/283234/26268/3454/9261/56829/6364/9188/10475/9958/26057/27350/9246/8751/2810/27246/5873/10410/3654/26058/170506/3606/9097/3265/55210/8473/3098/1051/127544/2934/5591/9867/8878/331/22890/306/1906/998/80254/10492/6590/90933/51752/54541/10155/9698/440275/3516/26472/5366/9908/7534/481/51667/837/51114/3459/3106/8780/3661/2317/55366/1452/51428/142/10521/56477/7867/5610/4686/7791/8467/598/207/8915/1613/1654/3093/10096/5595/1675/5966/6672/9258/9111/140823/8764/5170/4343/10097/4179/4641/164/55161/6197/29072/3107/79594/81622","Up","BP","Stem_cells_OLFM4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0045087","innate immune response",313,0.50432535243274,2.00520359385384,1e-10,6.6194972684209e-08,5.26969179149592e-08,1254,"tags=39%, list=22%, signal=32%","3113/6280/5266/1670/1755/6348/3934/972/3669/7431/9636/6772/3659/301/54765/445/1604/58191/10581/3716/3133/4061/4843/64332/330/5781/103/2885/3303/5062/1387/10527/3320/10133/55207/3134/3429/56897/55284/26268/3454/9261/56829/9188/10475/9958/26057/27350/9246/8751/2810/27246/5873/10410/3654/26058/170506/3606/9097/55210/8473/3098/127544/2934/5591/9867/8878/331/22890/1906/998/80254/10492/6590/90933/51752/10155/9698/26472/9908/7534/481/51667/837/51114/3459/3106/8780/3661/2317/55366/1452/51428/142/7867/5610/7791/8467/207/8915/1613/1654/3093/10096/1675/5966/6672/9258/9111/8764/5170/10097/4179/4641/164/55161/6197/29072/3107/79594/81622","Up","BP","Stem_cells_OLFM4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0030155","regulation of cell adhesion",250,0.506545721280962,1.98789675425914,1e-10,6.6194972684209e-08,5.26969179149592e-08,1449,"tags=43%, list=25%, signal=34%","6288/3113/3115/53827/4680/3119/3122/972/3127/11005/3123/3108/5320/3659/3561/10808/301/3956/23654/445/1604/10562/960/3716/3133/3987/5530/64332/4582/5781/7082/51201/7094/4192/80149/283234/1021/56940/7494/4155/8751/2810/3655/182/3654/29117/7037/3606/4008/975/6093/7532/1051/811/22890/57662/6599/998/4860/7422/5573/2309/6541/55193/55274/3516/9748/9475/196528/6659/80005/836/56477/207/8915/4763/1613/6722/5074/94/1739/5562/6601/8764/5170/51144/4179/11187/50488/50848/3912/2049/2524/10459/8546/4659/10551/4651/3280/7402/6480/8943/23603/4739/81/6603/5613/5310","Up","BP","Stem_cells_OLFM4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0002682","regulation of immune system process",472,0.438889051266047,1.77804070603554,1e-10,6.6194972684209e-08,5.26969179149592e-08,1065,"tags=30%, list=19%, signal=26%","3113/6280/51237/3115/3119/973/6348/3122/972/3127/11005/3123/3108/9636/5320/6772/3659/3561/10808/301/3956/563/1265/1604/1026/1087/26258/3133/27347/4843/5530/4189/64332/330/5781/103/2885/3303/4192/7994/5062/1387/6774/3320/3134/80149/283234/1021/9261/56829/6364/9188/9958/26057/6929/56940/7494/2810/11118/27246/182/57509/3654/26058/55183/170506/3949/5594/29117/7037/3606/3265/3091/79577/975/7532/10769/51621/8473/3098/1051/5591/9867/8878/331/811/5814/22890/30011/1906/6599/4860/7422/5573/80254/9516/2309/90933/6541/7430/51752/55193/1499/90379/9698/51465/440275/55274/7534/55593/1512/51114/3106/8780/3661/196528/23607/55366/6830/6659/1452/836/51428/142/56477/7867/5610/54623/207/8915/4763/56998/1654/3093/6794/9646/5595/1675/5074/54915","Up","BP","Stem_cells_OLFM4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0006631","fatty acid metabolic process",167,-0.455843868447031,-2.23407033226585,1.07314195110849e-10,6.6194972684209e-08,5.26969179149592e-08,890,"tags=36%, list=15%, signal=31%","34/2109/5095/11057/22937/11343/51703/8399/3712/1573/32/2948/7923/873/27163/10613/1892/39/5194/8644/1312/10455/66002/37/3032/5264/79746/1666/26027/5164/55268/10998/10062/91452/1376/128/2052/2110/10449/56898/51084/3033/54677/1891/2166/2108/8824/2168/35/38/22949/10965/5468/5564/6296/5105/145482/80221/2938/549","Down","BP","Stem_cells_OLFM4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0001819","positive regulation of cytokine production",138,0.585081601843291,2.17380864327517,1.30253621191659e-10,6.88669502900473e-08,5.482404296473e-08,613,"tags=30%, list=11%, signal=27%","6288/3113/1670/3115/6348/972/9636/6772/3659/301/1604/9235/3133/4843/5781/3303/4192/7110/6711/6774/3320/3134/283234/9261/56829/9188/7494/4155/11118/3654/170506/3838/3606/3265/3091/975/3098/1051/331/6284/4860","Up","BP","Stem_cells_OLFM4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0044248","cellular catabolic process",145,-0.466917138493173,-2.22977510782259,1.54664949575839e-10,7.15518722975224e-08,5.69614728766806e-08,1104,"tags=40%, list=19%, signal=33%","2184/23327/5106/11112/3176/2639/197257/1738/34/2109/5095/2805/11057/587/8803/3712/32/4357/4048/1892/5194/594/10455/10588/66002/2720/37/3032/5264/1666/55268/2686/3155/8802/5860/275/1376/56922/4942/2110/10449/56898/51084/3074/3033/54677/1891/2166/2108/8801/2168/35/6470/38/5105/549/10840/290","Down","BP","Stem_cells_OLFM4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0002252","immune effector process",172,0.548522261329678,2.09676734050225,2.1059103028902e-10,7.87713907187463e-08,6.27088333513762e-08,601,"tags=28%, list=10%, signal=26%","6280/51237/6348/3122/972/11005/3123/100423062/3561/301/3956/9021/563/1604/5339/3716/3133/4843/4189/64332/2956/2885/4192/10312/6774/55207/3134/80149/4297/9261/9188/26057/56940/7494/11118/182/5873/55183/170506/7037/3606/975/7532/3098/1051/127544/22890/6284/306","Up","BP","Stem_cells_OLFM4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0002250","adaptive immune response",107,0.618550267728157,2.23237479755864,2.21724639314423e-10,7.87713907187463e-08,6.27088333513762e-08,725,"tags=36%, list=13%, signal=32%","3113/3115/3119/973/3122/972/3127/3123/3108/100423062/3659/301/3956/9021/563/1604/3716/3133/64332/2956/10312/6774/3134/80149/56940/11118/182/5873/55183/7037/3606/3265/975/7532/127544/22890/51752/6890/440275","Up","BP","Stem_cells_OLFM4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
