"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","ont","direction","gene_symbols","cluster"
"GO:0000139","Golgi membrane",443,0.360442813843756,1.4585336977855,0.0018385940542746,0.0443468885891034,0.0404877764372891,2599,"tags=39%, list=28%, signal=29%","442117/3135/1604/79888/93010/56937/29940/3115/3127/1718/84068/11015/2633/3113/25849/11227/23162/3134/6513/84725/6720/4853/5768/55331/9919/64921/22856/128637/3117/64746/3133/7851/9583/11226/84002/254887/1182/3122/80351/2475/3106/55062/3123/23545/8548/115361/90522/57085/440400/8729/523/9516/5986/84932/50807/25921/340481/51809/64841/10652/143187/3107/51026/757/9867/79158/9727/55974/2802/972/8674/84910/22908/27236/3119/23443/7355/9159/3265/166929/79586/63971/567/55738/51201/10678/11311/9245/51196/2590/5337/9950/64689/377/51014/4124/8704/966/29801/55568/152559/57414/6836/2589/4249/378/2801/4245/540/55625/93380/10331/64924/51606/9570/3482/372/55300/83548/23085/23423/3845/23385/55697/11285/9276/259230/9514/23011/253832/8675/9554/9265/56913/2683/27032/148867/1314/55343/2013/116068/5627/23673/25963/10890/400/79695/8943/2804/10159/55080/5007/130340/10564/3838/10484/26286/162/80142/11041/2734/3105/9296/4218/5862/11079/22926/9321/8766/11014/998/51382/57222","CC","Up","GALNTL6/HLA-G/CD55/LPCAT1/B3GNT7/PMEPA1/DSE/HLA-DPB1/HLA-DRB5/DHCR24/SLC10A7/KDELR3/GBP1/HLA-DPA1/PARM1/GALNT5/MAPK8IP3/HLA-F/SLC2A1/PLEKHA8/SREBF1/NOTCH2/QSOX1/ACER3/SEC16A/CASD1/CHSY1/TBC1D20/HLA-DQA1/ACBD3/HLA-E/MALL/ENTPD4/GALNT6/B3GNT5/ZDHHC23/CLCN3/HLA-DRA/TNKS2/MTOR/HLA-B/WIPI1/HLA-DRB1/ATP6V0A2/BLZF1/GBP4/YIF1B/AGTRAP/RNASEK/GBF1/ATP6V1A/LITAF/RFNG/RAB2B/ASAP1/ZDHHC5/ZDHHC21/GALNT7/GNPNAT1/YKT6/VTI1A/HLA-C/GOLT1B/TMEM50B/PJA2/GNPTAB/RAB11FIP3/SLC50A1/GOLGA3/CD74/VAMP4/TMEM87B/SACM1L/ARFIP1/HLA-DQB1/SLC35A3/SLC35A2/PCSK7/HRAS/SGMS2/CHPF/KIF13A/B2M/ARFGAP1/ZDHHC2/B3GNT2/VPS45/GCNT3/PLCE1/GALNT2/PLD1/GOLGA5/GORASP1/ARF3/TMED7/MAN2A1/B4GALT2/CD59/ZDHHC8/GALNT10/PAQR3/RHBDD2/SURF4/GALNT1/MGAT5/ARF4/GOLGA2/MGAT1/ATP7B/ZDHHC7/MMGT1/B3GNT3/SLC30A5/ATP6V1H/GOSR2/IGF2R/ARCN1/PI4K2B/COG3/ERC1/TMED3/KRAS/NCSTN/VAC14/B4GALT7/COPB2/SGMS1/GAL3ST1/RAB21/ZDHHC20/STX16/SEC22B/CYTH3/C1GALT1/B4GALT1/ATP2C1/SLC30A7/COPA/SLC35C1/EMP2/LYSMD3/PROS1/STX12/TMEM87A/RAB10/ARL1/GALNT12/AP3D1/GOLGB1/ATP6AP2/TAPBPL/OSBP/AP1S3/ARFGEF2/KPNA2/SEC23A/ARFGAP3/AP1B1/PTGES2/B4GAT1/GLG1/HLA-A/ATP6V1F/RAB8A/RAB2A/RER1/ATF6/TRIP11/RAB11A/KDELR2/CDC42/ATP6V1D/ERGIC1",10
"GO:0000323","lytic vacuole",491,0.344474733135795,1.40217329736846,0.00270345431779765,0.0479465574597641,0.0437741983965377,1249,"tags=21%, list=14%, signal=19%","3553/4680/201294/79888/4060/255738/3115/3111/3127/4125/5834/375790/8448/5552/10103/3949/10581/684/1634/4069/3113/7852/114790/653361/51316/3134/6609/221960/8399/100/3339/2760/2770/10437/3109/4067/9711/1534/79443/3117/127544/23048/9583/3108/163/10043/7805/1520/124997/2040/126321/5284/1182/64116/2171/5305/3122/9842/2475/151636/83667/10097/3123/23545/55353/9114/8519/440400/523/283537/1601/223082/824/9516/1889/10487/56262/302/5611/4669/2776/23593/8915/1213/57521/79026/972/7405/811/8674/84061/3119/84219/56270/23621/54414/2799/8546/25851/1522/6386/9588","CC","Up","IL1B/CEACAM6/UNC13D/LPCAT1/LUM/PCSK9/HLA-DPB1/HLA-DOA/HLA-DRB5/MAN2B1/PYGB/AGRN/DOC2A/SRGN/TSPAN1/LDLR/IFITM2/BST2/DCN/LYZ/HLA-DPA1/CXCR4/STK11IP/NCF1/PLAC8/HLA-F/SMPD1/CCZ1B/PLA2G10/ADA/HSPG2/GM2A/GNAI1/IFI30/HLA-DMB/LYN/RUBCN/CYB561/FYCO1/HLA-DQA1/RNF19B/FNBP1/ENTPD4/HLA-DMA/AP2B1/TOM1/LAPTM5/CTSS/WDR81/STOM/MFSD12/PIGR/CLCN3/SLC39A8/FABP5/PIP4K2A/HLA-DRA/PLEKHM1/MTOR/DTX3L/SESN2/ACTR2/HLA-DRB1/ATP6V0A2/LAPTM4B/ATP6V0D1/IFITM1/RNASEK/ATP6V1A/SLC46A3/DAB2/ZNRF2/CAPN2/LITAF/ECE1/CAP1/LRRC8A/ANXA2/DNAJC3/NAGLU/GNAQ/HEBP2/BCL10/CLTC/RPTOR/AHNAK/CD74/UVRAG/CALR/VAMP4/MAGT1/HLA-DQB1/WDR24/WDR45B/BACE1/SIAE/GNS/AP3B1/TECPR1/CTSZ/SDCBP/PRDX6",2
"GO:0001726","ruffle",124,0.467956825235091,1.68657159350377,0.00215881074677358,0.0453948620837209,0.0414445541935691,2270,"tags=40%, list=25%, signal=30%","5753/4831/1969/6277/4534/54997/83442/11275/5795/23603/54869/9260/6282/24138/5921/1182/9107/199/121512/324/7168/50855/91663/5756/822/4650/23022/10458/23150/11252/6249/23499/9026/10519/255189/23191/4627/378/2017/9270/6714/1729/9265/55785/3688/87/4771/25963/7430","CC","Up","PTK6/NME2/EPHA2/S100A6/MTM1/TESC/SH3BGRL3/KLHL2/PTPRJ/CORO1C/EPS8L1/PDLIM7/S100A11/IFIT5/RASA1/CLCN3/MTMR6/AIF1/FGD4/APC/TPM1/PARD6A/MYADM/TWF1/CAPG/MYO9B/PALLD/BAIAP2/FRMD4B/PACSIN2/CLIP1/MACF1/HIP1R/CIB1/PLA2G4F/CYFIP1/MYH9/ARF4/CTTN/ITGB1BP1/SRC/DIAPH1/CYTH3/FGD6/ITGB1/ACTN1/NF2/TMEM87A/EZR",7
"GO:0001772","immunological synapse",26,0.696527535583467,1.97687488922673,0.00147607851122221,0.037086472594458,0.033859169358299,1654,"tags=54%, list=18%, signal=44%","951/399/214/4739/5795/11151/3122/3123/8915/9306/23513/27020/4627/5573","CC","Up","CD37/RHOH/ALCAM/NEDD9/PTPRJ/CORO1A/HLA-DRA/HLA-DRB1/BCL10/SOCS6/SCRIB/NPTN/MYH9/PRKAR1A",9
"GO:0001816","cytokine production",378,0.419582011555875,1.70147285199908,4.05457748995698e-06,0.000381130284055956,0.000336060454272856,1136,"tags=23%, list=12%, signal=21%","3620/6288/3553/6363/3135/1281/10365/2207/1604/7305/3098/100133941/4060/3115/1969/27035/7057/5552/27242/684/7133/63940/2633/3113/55959/3091/3606/55024/10384/284194/5788/4023/6772/3134/4939/8399/2146/5734/4067/81031/5795/4843/3717/4940/11148/7474/6885/5371/3133/57045/161882/7805/9641/836/9314/27342/3659/4282/5601/331/3106/54795/3123/84282/55353/199/3654/9188/4860/824/9516/6284/7709/84932/83737/51465/6737/4828/8915/1445/283234/3570/972/4192/5781/23515/63906","BP","Up","IDO1/SAA1/IL1B/CCL19/HLA-G/COL3A1/KLF2/FCER1G/CD55/TYROBP/HK1/CD24/LUM/HLA-DPB1/EPHA2/NOX1/THBS1/SRGN/TNFRSF21/BST2/TNFRSF1B/GPSM3/GBP1/HLA-DPA1/SULF2/HIF1A/IL18/BANK1/BTN3A3/LGALS9B/PTPRC/LPL/STAT1/HLA-F/OAS2/PLA2G10/EZH2/PTGER4/LYN/SLC2A10/PTPRJ/NOS2/JAK2/OAS3/HHLA2/WNT5A/MAP3K7/PML/HLA-E/TWSG1/ZFPM1/LAPTM5/IKBKE/CASP3/KLF4/RABGEF1/IRF1/MIF/MAPK9/XIAP/HLA-B/TRPM4/HLA-DRB1/RNF135/LAPTM4B/AIF1/IRAK1/DDX21/PNP/CAPN2/LITAF/S100A13/ZBTB17/RAB2B/ITCH/UBE2J1/TRIM21/NMB/BCL10/CSK/CCDC88B/IL6R/CD74/MDK/PTPN11/MORC3/GPATCH3",2
"GO:0002250","adaptive immune response",211,0.596512071775235,2.3162187446728,1e-10,7.83333333333333e-08,6.90701754385965e-08,848,"tags=32%, list=9%, signal=30%","3501/3553/6363/3135/28796/3539/201294/716/3538/28815/639/3514/28912/3493/2207/1604/3426/64218/3502/10673/3500/3512/3494/3115/3111/3127/715/7037/712/28908/713/28809/27242/7133/3113/3606/28755/1880/10384/10459/214/5788/3134/974/3507/100/3109/4067/3717/3117/6885/127544/3133/6891/3108/1520/3659/3122/2475/3106/54795/3123/196/5395/3503/6890/182","BP","Up","IGHG2/IL1B/CCL19/HLA-G/IGLV3-21/IGLC3/UNC13D/C1S/IGLC2/IGLV2-14/PRDM1/IGKC/IGKV3-20/IGHA1/FCER1G/CD55/CFI/SEMA4A/IGHG3/TNFSF13B/IGHG1/JCHAIN/IGHA2/HLA-DPB1/HLA-DOA/HLA-DRB5/C1R/TFRC/C1QA/IGKV4-1/C1QB/IGLV3-1/TNFRSF21/TNFRSF1B/HLA-DPA1/IL18/TRAC/GPR183/BTN3A3/MAD2L2/ALCAM/PTPRC/HLA-F/CD79B/IGHM/ADA/HLA-DMB/LYN/JAK2/HLA-DQA1/MAP3K7/RNF19B/HLA-E/TAP2/HLA-DMA/CTSS/IRF1/HLA-DRA/MTOR/HLA-B/TRPM4/HLA-DRB1/AHR/PMS2/IGHG4/TAP1/JAG1",1
"GO:0002252","immune effector process",275,0.527791489416055,2.08814244077532,1e-10,7.83333333333333e-08,6.90701754385965e-08,1351,"tags=32%, list=15%, signal=28%","3501/3553/6363/3135/3539/201294/716/5730/3956/3538/3514/3493/2207/1604/7305/2/3426/64218/3502/3098/5729/3500/3494/715/7037/712/713/684/7133/3606/1880/10384/10459/5788/653361/3134/6461/3507/100/4853/5734/3109/4067/4843/7474/6885/127544/3133/6891/51237/11151/161882/7805/27342/4282/3122/2475/3106/54795/1130/3123/5339/196/5395/9188/3503/8729/9516/182/6284/51465/5532/3107/8915/725/3570/972/4192/634/4189/629/2185/306/567/374383/5880/4602/2671","BP","Up","IGHG2/IL1B/CCL19/HLA-G/IGLC3/UNC13D/C1S/PTGDS/LGALS1/IGLC2/IGKC/IGHA1/FCER1G/CD55/TYROBP/A2M/CFI/SEMA4A/IGHG3/HK1/PTGDR/IGHG1/IGHA2/C1R/TFRC/C1QA/C1QB/BST2/TNFRSF1B/IL18/GPR183/BTN3A3/MAD2L2/PTPRC/NCF1/HLA-F/SHB/IGHM/ADA/NOTCH2/PTGER4/HLA-DMB/LYN/NOS2/WNT5A/MAP3K7/RNF19B/HLA-E/TAP2/MZB1/CORO1A/ZFPM1/LAPTM5/RABGEF1/MIF/HLA-DRA/MTOR/HLA-B/TRPM4/LYST/HLA-DRB1/PLEC/AHR/PMS2/DDX21/IGHG4/GBF1/LITAF/JAG1/S100A13/UBE2J1/PPP3CB/HLA-C/BCL10/C4BPB/IL6R/CD74/MDK/CEACAM1/DNAJB9/CFB/PTK2B/ANXA3/B2M/NCR3LG1/RAC2/MYB/GFER",1
"GO:0002443","leukocyte mediated immunity",174,0.561893581034993,2.12480188737818,6.85786155918803e-09,1.91836947892941e-06,1.69151638041323e-06,1044,"tags=30%, list=11%, signal=28%","3501/3553/3135/3539/201294/716/5730/3538/3514/3493/2207/1604/7305/3426/3502/5729/3500/3494/715/7037/712/713/684/7133/3606/10384/10459/5788/3134/3507/4067/4843/6885/127544/3133/6891/11151/27342/3122/3106/54795/1130/3123/196/5395/9188/3503/182/6284/5532/3107/8915/725","BP","Up","IGHG2/IL1B/HLA-G/IGLC3/UNC13D/C1S/PTGDS/IGLC2/IGKC/IGHA1/FCER1G/CD55/TYROBP/CFI/IGHG3/PTGDR/IGHG1/IGHA2/C1R/TFRC/C1QA/C1QB/BST2/TNFRSF1B/IL18/BTN3A3/MAD2L2/PTPRC/HLA-F/IGHM/LYN/NOS2/MAP3K7/RNF19B/HLA-E/TAP2/CORO1A/RABGEF1/HLA-DRA/HLA-B/TRPM4/LYST/HLA-DRB1/AHR/PMS2/DDX21/IGHG4/JAG1/S100A13/PPP3CB/HLA-C/BCL10/C4BPB",1
"GO:0002449","lymphocyte mediated immunity",135,0.601371603861871,2.2120880924477,8.75846468420701e-09,2.28693244532072e-06,2.01649564103643e-06,1044,"tags=33%, list=11%, signal=29%","3501/3553/3135/3539/201294/716/3538/3514/3493/2207/1604/3426/3502/3500/3494/715/7037/712/713/7133/3606/10384/10459/5788/3134/3507/6885/127544/3133/6891/11151/3122/3106/54795/1130/3123/196/5395/3503/182/5532/3107/8915/725","BP","Up","IGHG2/IL1B/HLA-G/IGLC3/UNC13D/C1S/IGLC2/IGKC/IGHA1/FCER1G/CD55/CFI/IGHG3/IGHG1/IGHA2/C1R/TFRC/C1QA/C1QB/TNFRSF1B/IL18/BTN3A3/MAD2L2/PTPRC/HLA-F/IGHM/MAP3K7/RNF19B/HLA-E/TAP2/CORO1A/HLA-DRA/HLA-B/TRPM4/LYST/HLA-DRB1/AHR/PMS2/IGHG4/JAG1/PPP3CB/HLA-C/BCL10/C4BPB",1
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",148,0.591197011812477,2.20251354616007,1.20088360231573e-09,4.67729074678188e-07,4.12418671222402e-07,1115,"tags=33%, list=12%, signal=30%","3501/3553/6363/3135/3539/201294/716/3538/3514/3493/2207/1604/3426/64218/3502/10673/3500/3494/715/7037/712/713/7133/3606/10384/10459/5788/3134/3507/100/3717/6885/3133/6891/3122/2475/3106/54795/3123/196/5395/3503/182/5532/3107/8915/725/3570/972","BP","Up","IGHG2/IL1B/CCL19/HLA-G/IGLC3/UNC13D/C1S/IGLC2/IGKC/IGHA1/FCER1G/CD55/CFI/SEMA4A/IGHG3/TNFSF13B/IGHG1/IGHA2/C1R/TFRC/C1QA/C1QB/TNFRSF1B/IL18/BTN3A3/MAD2L2/PTPRC/HLA-F/IGHM/ADA/JAK2/MAP3K7/HLA-E/TAP2/HLA-DRA/MTOR/HLA-B/TRPM4/HLA-DRB1/AHR/PMS2/IGHG4/JAG1/PPP3CB/HLA-C/BCL10/C4BPB/IL6R/CD74",1
