"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"FO538757.2",28.1606189689436,0.270228290412648,0.421260732441915,0.641475147342169,0.521214022828183,0.999833392043684,"FO538757.2"
"NOC2L",13.4619032862326,-0.644963175267853,0.438020472463812,-1.47244984153369,0.140899442359473,0.999833392043684,"NOC2L"
"ISG15",74.7707251363684,-0.805353931658258,0.684712662243611,-1.17619254917725,0.239517941203861,0.999833392043684,"ISG15"
"AGRN",7.53366031162527,0.477223355724561,0.504613544625156,0.945720464319005,0.344291181848543,0.999833392043684,"AGRN"
"RP11-465B22.8",9.20646083648819,0.051261240102052,0.540960104822492,0.0947597422528462,0.92450566395659,0.999833392043684,"RP11-465B22.8"
"SDF4",68.4403111244114,0.120979966163791,0.291278353546446,0.415341424073589,0.677891980689726,0.999833392043684,"SDF4"
"FAM132A",35.5832298813202,0.242401042568603,0.642011961571067,0.377564682713113,0.705754005005417,0.999833392043684,"FAM132A"
"UBE2J2",15.6473416526913,0.246468179511302,0.404007661397254,0.610058182210941,0.541823266645189,0.999833392043684,"UBE2J2"
"ACAP3",6.10517355311121,-0.119506638937962,0.54957385436777,-0.217453283099581,0.82785511055794,0.999833392043684,"ACAP3"
"CPSF3L",19.1948292805106,-0.29314498859499,0.44406209321006,-0.660144139923965,0.509161335174099,0.999833392043684,"CPSF3L"
"CPTP",14.311272021433,0.221957486147682,0.403636828740078,0.54989403925431,0.582392052867568,0.999833392043684,"CPTP"
"DVL1",9.27126211013954,0.2766298886078,0.462199650525601,0.598507351299863,0.549501455258915,0.999833392043684,"DVL1"
"AURKAIP1",145.941693148062,0.0768598254368619,0.230245394011194,0.333816994545937,0.738517658543988,0.999833392043684,"AURKAIP1"
"CCNL2",21.4733326733604,0.0128941771350951,0.357374183000361,0.0360803263034869,0.971218309448391,0.999833392043684,"CCNL2"
"MRPL20",57.6231965057718,-0.545511623991116,0.300125078831483,-1.81761426307668,0.0691231100936405,0.999833392043684,"MRPL20"
